url,title,author,location,date_time,article_text
https://www.milenio.com/opinion/sandra-romandia/columna-sandra-romandia/quien-respondera-por-el-montaje-de-la-falsa-detencion-en-cdmx,¿Quién responderá por el montaje de la falsa detención en CDMX?,,,,"–¡Objeción su señoría!– repetía de manera automática después de cada pregunta el representante del Ministerio Público cuando los abogados defensores trataban de cuestionar a Francisco Guerra, supuesta “víctima”, en la que se basa el caso de los 26 detenidos, del pasado 9 de diciembre, por ser supuestamente extorsionadores de conductores de pipas que prestan servicio al gobierno de la Ciudad de México.Unas horas antes, el gobierno capitalino anunció con “bombo y platillo” la exitosa detención de un grupo de extorsionadores pertenecientes al Sindicato Libertad, que operaba en Cuemanco, en la alcaldía de Xochimilco.La versión oficial fue, desde la Secretaría de Seguridad Ciudadana (SSC) a cargo de Omar García Harfush, que se había logrado la detención de más de una veintena de “peligrosos extorsionadores” que, con palos, navajas, una pistola y amenazas, obligaban a choferes de pipas a pagar una cuota por poder cargar.“Se va a seguir trabajando para evitar estos actos de extorsión”, dijo tajante Claudia Sheinbaum, Jefa de Gobierno de la Ciudad de México, quien aplaudió lo logrado por la SSC.La historia en realidad ocurrió de otra forma. Esa mañana, los piperos se presentaron –como todos los días– al pozo número 19, de Cuemanco. Recordemos que los piperos son contratados para acarrear agua a las casas debido a la mala calidad de agua de la zona. Para algunos de ellos, con los que conversé, era un día como cualquier otro. Hacen largas filas, esperan un papel para poder extraer el agua, hacen su viaje y luego cobran el servicio.En los videos captados por la cámara de seguridad de un local cercano, se observa cómo los ahora detenidos, en realidad eran piperos. Es decir, los supuestos extorsionados.En imágenes que pude observar a detalle, las personas que aparecen en los video se ven inmóviles, en una rutina absolutamente normal. No se observan palos, violencia, navajas, ni gritos de amenazas. Mucho menos sería que los choferes –en el colmo de lo absurdo– se hubieran convertido en extorsionadores, una hora previa a la detención.Francisco Guerra era uno de ellos. Fue detenido. Un juez le dijo que si firmaba un papel podría quedar en libertad. Lo firmó sin que lo dejaran leer el documento, pero cuando se dio cuenta de lo que era no lo podía creer: lo hicieron signar un oficio en el que supuestamente él fue la víctima de unos extorsionadores y él señalaba a los detenidos.La historia de este montaje fue publicada el pasado 18 de marzo en la revista de periodismo de investigación Emeequis por mi compañero Santiago Alamilla y esta periodista.Mediante el análisis de videos, entrevistas con algunos testigos, con detenidos y con la supuesta víctima “Francisco Guerra”, más otros expedientes, demostramos cómo esa noticia de un “duro golpe a la delincuencia” en realidad era una pifia. –¿Por qué? ¿Para qué? ¿Quién está detrás?– nos preguntamos. Y sobre todo: ¿quién responderá por este montaje?En ningún momento he expresado que los detenidos, o el 100 por ciento de ellos, sean unas “palomas blancas”. Lo que se destaca en esta ocasión es lo reprobable de que las autoridades sigan dando versiones oficiales contradictorias o que no correspondan con la realidad, sigan presentando detenidos en supuesta “flagrancia”, y sigan ostentándose como eficientes y transparentes en sus actividades de investigación.El problema es –una vez más– la simulación para presentar números alegres y actos “victoriosos” como resultados de un supuesto trabajo eficiente y al servicio de los ciudadanos. Señoras y señores, ¡el gran riesgo de una democracia es la simulación!Mientras existan montajes, versiones oficiales a modo y “criminales” inocentes tras las rejas no se puede hablar de un avance en la gestión gubernamental. No se puede hablar de profesionalismo de los aparatos encargados de ejercer la justicia. No se puede hablar de honestidad.Hasta el momento, los 26 detenidos continúan en prisión. Debido a la pandemia, los tiempos de las audiencias se han alargado y los detenidos no han podido demostrar su inocencia con pruebas tan claras como los videos referidos.Mientras una veintena de familias están en la zozobra al ver a sus parientes tras las rejas por algo que a todas luces fue un montaje más o –en el mejor de los casos– un desaseo de una investigación que se intentó maquillar con “flagrancia” para poder proceder, violando los derechos más fundamentales. “Ningún legado es tan rico como la honestidad”, dijo Shakespeare, y si Claudia quiere dejar algún legado deberá apostar por alentar acciones más honestas y transparentes de sus líderes en secretarías, y rectificar cuando los errores la superen.*SANDRA ROMANDÍA es periodista de investigación. Coautora de Narco CDMX (2019) Grijalbo; y Los 12 Mexicanos más pobres (2016) Planeta y ganadora de la beca María Moors Cabot, de la Universidad de Columbia"
https://www.milenio.com/opinion/humberto-rios-navarrete/cronicas-urbanas/el-enfermero-que-intoxicaba-ancianos,El enfermero que intoxicaba ancianos,,,,"Nueve carpetas de investigación sobre casos parecidos podrían llevar a una conclusión sin precedentes, que ahora está en manos de la Fiscalía General de Justicia de Ciudad de México, cuyos agentes de investigación apresaron a un sospechoso de intoxicar y despojar a sus víctimas.Hay quienes ya se adelantan a comparar el caso con el de Juana Barraza, apodada La Mataviejitas, quien fue condenada a 759 años de prisión por matar a 16 mujeres de la tercera edad.Barraza, que operó entre finales de los años noventa y principios del 2000, fue capturada en 2006; más tarde descubrirían que practicaba la lucha libre y competía con el apodo de La dama del silencio.Pero esa es otra historia.Por aquellos años, asimismo, la policía desmanteló una banda de prostitutas apodadas Las Goteras, pues mezclaban gotas para los ojos en bebidas alcohólicas de sus clientes.Y uno de los hechos más sonados fue el de dos luchadores enanos, El Espectrito Jr. y La Parkita, encontrados muertos en un hotel del Centro Histórico de Ciudad de México, cerca de Plaza Garibaldi.Todas estas son historias parecidas, pues los delincuentes, hombre y mujeres, usan gotas para anestesiar, pero en ocasiones sobrepasan la dosis y entonces llega la muerte.En otros casos las gotas solo prolongan el sueño de receptores que son vencidos por el soponcio. En ese lapso el delincuente tiene todo el tiempo disponible para el saqueo.En esta reciente ocasión, la policía aprehendió a un sospechoso en el Estado de México. El sujeto se hacía pasar como enfermero y desplumaba a los ancianos después de suministrarles gotas de somníferos.Es el mismo individuo relacionado con el delito ocurrido hace dos años en la colonia Campestre Churubusco, alcaldía Coyoacán, donde había robado la casa de un anciano.El hombre, ahora de 95, está lúcido, pues bien recuerda cuando fue noqueado por las gotas vertidas en el jugo y el café; y aunque no terminara de sorber las bebidas en su totalidad, ya que le supieron raras, el sedante surtiría el efecto que esperaba el delincuente.En aquel entonces familiares de la víctima hicieron la denuncia y proporcionaron imágenes de cámaras que captaron al sospechoso, quien por un momento voltea una de las cámaras.***CI/FCY/COY3/UI-2/S/D/2058/08-2020El día 31 de Diciembre del 2018 se recibe un llamado Ministerial en el cual el denunciante, de 33 años de edad, refiere que el día sábado 29 de Diciembre del 2018, siendo las 18:30 horas, acudió a casa de su abuelo de nombre Manuel Arnulfo Sevilla Díaz, de 94 años de edad, ubicado en (…) colonia Campestre Churubusco, alcaldía Coyoacán, CDMX; por lo que al llegar y tocar a la puerta nadie abría; minutos más tarde llegaron al domicilio su primos y su tía de nombre (…); al abrir ingresan al domicilio, se les hace extraño ver las luces apagadas, por lo que van al cuarto de su abuelo, el cual se ubica en la planta baja, percatándose que su abuelo estaba en el sillón, semiinconsciente (…) y como no reaccionaba lo levantaron y lo llevaron al comedor, percatándose que no tenía puesto su reloj marca Mido de oro, el cual siempre lo llevaba puesto; que su abuelo comenzó a vomitar y al auxiliarlo se percatan que tampoco tenía puesta su cadena de oro con su dije, por lo que se les hace más raro y al ir a su cuarto se percatan que no se encontraba su caja fuerte la cual era de 60 cm, de la marca Mosier metálica, misma que contenía $20,000 y $300 dólares americanos, por lo que al revisar los videos de circuito cerrado se percatan que el día 29 de diciembre del 2018, el enfermero que entró de turno a las 08:00 horas, quien ahora sabe responde al nombre de Víctor Hugo, observan que revisó las cosas del enfermero saliente y después de que se retiró, el enfermero entrante observa y busca en el mueble de la cocina y toma unos papeles, posteriormente busca en las demás habitaciones siendo la última vez que se observa, a las 10:40 horas, retirándose del domicilio y abandonado al adulto inconsciente (…). Al realizar las investigaciones de campo en el lugar de los hechos se logra obtener el video de circuito cerrado del domicilio en donde se muestran las acciones realizadas por el imputado de nombre Víctor Hugo (…), mismo que es recabado conforme al protocolo de cadena de custodia, continuando con las investigaciones y en labores de gabinete se realiza una revisión en los videos realizando una descripción de los hechos observados (…), asimismo se canaliza los videos a (…) Servicios Periciales para su análisis y fijación de secuencia fotográfica, prosiguiendo con las investigaciones de solicita información (…) para obtener información del imputado, en donde aportan los mismos domicilios que proporcionó la empresa (…) en el Municipio de Chimalhuacán, Estado de México (…) con la finalidad de realizar investigaciones de campo para poder localizar y ubicar al imputado en los mismos, obteniendo resultados positivos, mismos que son aportados al Ministerio Público para que este solicite al Juez de Control sea otorgada la Orden de Aprehensión correspondiente en contra de Víctor Hugo (…), misma que es otorgada en fecha 19 de Febrero del 2021 (…), motivo por el cual el Ministerio Público realiza el trámite correspondiente para el Oficio de Colaboración (…) , implementando un dispositivo de vigilancia discreta en las inmediaciones de los domicilios para la ubicación, localización y detención del imputado Víctor Hugo (…); por lo que tras horas de vigilancia se logran resultados positivos y el día 09 de Marzo del 2021, a las 19:00 horas: el imputado es ubicado al salir a bordo de un vehículo Volkswagen tipo Polo color dorado sin placas de circulación, con vidrios polarizados (…), razón por la cual se le da seguimiento calles adelante, esto con la finalidad de sacarlo de la zona de riesgo y así evitar un conflicto directo con los familiares y disminuir los riesgos sociales (…). Personal de Policía de Investigación de la CDXM le marca el alto al vehículo, e identificándose plenamente (…), se les indica que se identifiquen el conductor y el copiloto, siendo en ese instante que se corrobora la identidad del imputado, mismo que se encontraba sentado en el asiento delantero derecho (…), se le hace saber el motivo de su detención y se le leen sus derechos, otorgándole una copia simple de ambos documentos, e inmediatamente ser trasladado ante el médico legista del Centro de Justicia de Chimalhuacán y posteriormente trasladado a la Ciudad de México para ser presentado ante el médico legista de Iztapalapa, 5 para su certificación médica y posterior traslado e ingreso al Reclusorio Preventivo Varonil Sur (…)***Durante dos años surgieron otras denuncias que (al parecer) conducen al mismo sujeto, pues las autoridades recabaron más información de otros agraviados y sus familiares; algunos, incluso, hicieron circular el nombre del presunto en redes sociales, con expresiones de indignación, y fotocopia de la credencial de elector del sospechoso, quien se movía en los municipio mexiquenses de Chimalhuacán, Texcoco y Nezahualcóyotl.En uno de los mensajes, publicado el 30 de diciembre de 2018 en WhatsApp, se lee: Hola, buenas noches, a todos les pido de favor compartan: esta persona que se hace pasar por cuidador, es un ratero… El maldito drogó a una persona de la tercera edad (mi abuelito), el cual durmió más de 12 horas; gracias Dios está fuera de peligro.Les pido de corazón si alguien conoce su paradero porque ya es la cuarta ocasión que lo hace. No permitamos que siga dañando (…)A una mujer con problemas de discapacidad, el enfermero la dejó desnuda, lo que indignó aún más a los familiares.Hace 6 meses, una agente del Ministerio Público retomó el asunto y, según palabras de Manuel Arnulfo Sevilla Elizondo, hijo del anciano agraviado, “le echó ganas” y aceleró las investigaciones.En una de sus comparecencias, el presunto culpable aseguró que está infectado de sida, pero familiares de víctimas se niegan a creerlo, pues creen que es una treta para evitar agresiones de otros delincuentes."
https://www.milenio.com/politica/edomex-nacional-reforzara-seguridad-edomex-ataque-amlo,Guardia Nacional reforzará seguridad en el Edomex tras ataque a policías: AMLO,Pedro Domínguez,Coatzacoalcos,19-03-2021 10:40:37,"El presidente Andrés Manuel López Obrador aseguró que se fortalecerá la presencia de la Guardia Nacional en el Estado de México tras la emboscada a policías en el municipio de Coatepec Salinas que dejó 13 muertos. En la conferencia mañanera, el mandatario dijo que este tipo de crímenes son resultado de que los gobiernos anteriores no atendieron las causas de la violencia, por lo que su administración está ofreciendo apoyos sociales y garantizó que no habrá impunidad. López Obrador recordó que en los gobiernos anteriores se abandonó al pueblo y al campo, se dejó sin oportunidades de trabajo a la gente, pero sobre todo a los jóvenes. En este sentido, aseguró que se creó un ambiente propicio para la delincuencia y se convirtió en un estilo, “acuérdense que el neoliberalismo es sinónimo de corrupción de individualismo, aspiracionismo, el tener ropa de marca, camionetas, carros últimos modelo, residencias, alhajas.Asimismo, el Presidente sostuvo que no se agravó más la situación de violencia porque muchos jóvenes decidieron irse a Estados Unidos a trabajar antes que integrarse a las filas del crimen organizado. LP"
https://www.milenio.com/opinion/roman-revueltas-retes/deporte-al-portador/los-juegos-olimpicos-mas-tristes-de-la-historia,¿Los Juegos Olímpicos más tristes de la historia?,,,,"Japón anunció hace un par de semanas, el 9 de marzo, que no habrá espectadores extranjeros en los Juegos de Tokio. El público será local nada más. Ah, y falta ver todavía si les permiten llegar a la gran ciudad a los nipones que provengan de las islas más lejanas del archipiélago siendo que la situación sanitaria se ha complicado en los últimos días y que puede ocurrir –a estas alturas todavía, con todo y las vacunas y a pesar de que las autoridades de salud del Imperio del Sol Naciente han manejado el tema incomparablemente mejor que en estas tierras nuestras— un serio rebrote de la epidemia. En varias regiones se han decretado, por lo pronto, estados de emergencia. La campaña de vacunación comenzó apenas a mediados de febrero y va un tanto retrasada lo cual ha levantado muchas críticas.Justamente, parece ser que está comenzando una tercera oleada de contagios en el Viejo Continente y los japoneses son, ante todo, un pueblo disciplinado, responsable y ordenado muy poco dispuesto a afrontar una situación parecida en sus comarcas. Lo que son las cosas, oigan: Estados Unidos, bajo la férula de un demagogo populista, fue uno de los países que más inadecuadamente respondió a la llegada del SARS-CoV-2. Pues ahora, gobernados por un hombre sensato y honrado, van a la cabeza en el combate a la pandemia.Japón debería de recibir algo así como un millón de visitantes del exterior si los Juegos Olímpicos se llevaran a cabo como en los tiempos normales. Estamos hablando de 900 mil aficionados que han comprado billetes para las distintas competiciones y a esta cifra tendríamos que añadir las que corresponden a los atletas, los entrenadores, los ayudantes y los medios de prensa.Ocurre, además, que tres de cada cuatro japoneses, inquietos por la cuestión de los contagios, no quieren turistas de fuera en las Olimpiadas. Ya de por si no les gustaba demasiado la idea de que tuviera lugar la magna competencia y el supremo Gobierno nipón fue el que se emperró, contra viento y marea, en seguir adelante (y en eso están y en eso siguen, los gobernantes de aquel país).Pero, bueno, 206 países acudirán de todas maneras a la cita olímpica y se preservará así el espíritu universal de los Juegos. Y las gradas no estarán enteramente vacías: finalmente, cuatro millones de japoneses también compraron entradas.El comité organizador esperaba recuperar una parte del colosal costo de la competencia (unos 15 mil millones de dólares, la cifra más alta de todos los tiempos) con la venta de boletos (850 millones de billetes verdes). Pues, ese dinero nos les llegará al impedir la presencia de espectadores extranjeros en las competencias.Van a ser un Juegos un tanto tristes, sin público (bueno, salvo los locales) y sin festejos en el graderío. Se van a celebrar, eso sí, a pesar de todos los pesares, a partir del 23 de julio. La necedad a veces sale muy cara."
https://www.milenio.com/opinion/giuseppe-mancinelli/columna-giuseppe-mancinelli/la-gran-alianza-con-el-sector-privado-para-contribuir-al-desarrollo,La gran alianza con el sector privado para contribuir al desarrollo sostenible,,,,"Las compras públicas anuales de UNOPS se realizan a través de una red global de más de 5.000 proveedores en todo el mundo y esto se convierte en el valor agregado que UNOPS brinda a los gobiernos para garantizar que las adquisiciones públicas generen rentabilidad y beneficios para toda la sociedad. En ese sentido, la UNOPS apoya a los gobiernos en su lucha contra la corrupción, para que garanticen una competencia leal y puedan crear cadenas de suministro sostenibles y resistentes a fin de que las contrataciones públicas sean más eficientes, eficaces y transparentes.Es evidente que el vehículo de las adquisiciones públicas cobra mayor relevancia considerando el gran volumen que las mismas compras representan. De acuerdo con el Banco Mundial (BM), un promedio del 13 al 20% del PIB se canaliza a través de procesos de contrataciones públicas. La magnitud de este poder adquisitivo es una fuerza de cambio y representa una oportunidad única para que los gobiernos y el sector privado se unan para garantizar un desarrollo responsable, considerando que el sector privado es clave para el desarrollo sostenible, inclusivo y resiliente.Reconociendo dicho papel, la colaboración con los proveedores es esencial para el rol que asume UNOPS en apoyo a los gobiernos. Esta alianza se materializa, por ejemplo, en el proyecto de compra de medicamentos y material de curación que UNOPS está llevando a cabo a solicitud del Gobierno de México. En lo específico, se está implementando el programa DRiVE (Delivering Responsibility in Vendor Engagement por sus siglas en inglés), como parte de un enfoque de adquisiciones sostenibles.DRiVE es un programa de planificación de acciones correctivas, inspección y evaluación de sostenibilidad de proveedores. Su alcance general es garantizar que los proveedores operen de manera responsable y de acuerdo con altos estándares de integridad alineados al Código de Conducta para Proveedores de las Naciones Unidas. El programa se enfoca en: políticas, sistemas de gestión, estándares laborales, igualdad de oportunidades, derechos humanos, gestión de la calidad, salud y seguridad, gestión ambiental, subcontratistas, perspectiva de género y código de conducta de la empresa; que permite comprender los sistemas que los proveedores tienen para gestionar su impacto en la cadena de suministro y brindar oportunidades para relacionarse con los proveedores en áreas de mejora continua.UNOPS comenzó a implementar DRiVE en el 2018 y ahora incluye datos de 3000 proveedores en más de 140 países. En un proyecto recientemente realizado en Argentina, se llevaron a cabo inspecciones en el lugar de proveedores seleccionados de equipos de TIC y las observaciones realizadas para la mejora, ahora están siendo implementadas por los proveedores para mejorar sus contribuciones a un futuro sostenible.La misma actitud positiva se está reflejando para el caso de México en el proyecto de compra de medicamentos y materiales de curación, donde UNOPS ha tomado contacto con más de 600 proveedores, los cuales de manera voluntaria, han empezado a proporcionar información sobre las acciones que realizan para contribuir al desarrollo sostenible, con señales muy esperanzadoras de un progreso real y de una responsabilidad social empresarial.UNOPS ve la importancia de entablar un diálogo constructivo con los proveedores para abordar colectivamente áreas importantes de mejora. La alianza con el sector privado, y en particular de la industria farmacéutica, conduce a potenciar no solamente un proceso transaccional de adquisición tendiente al abastecimiento de medicamentos, sino también a mejorar el valor intangible de la ética empresarial y de su contribución a la agenda universal. Esperamos poder reportar sobre los resultados positivos de esta iniciativa y construir alianzas más fuertes y nuevos horizontes que beneficien al mayor número de personas, sobre todo a quienes más lo necesitan.*Director Regional Adjunto para LAC UNOPS, contribución a título personal, no compromete a la UNOPS y a la ONU"
https://www.milenio.com/opinion/daniela-guerra/columna-daniela-guerra/colocar-a-la-educacion-como-una-prioridad_2,Colocar a la educación como una prioridad,,,,"Cada día que pasa, la educación a distancia se vuelve algo más cotidiano, con las y los jóvenes entrando todos los días a una clase virtual para seguir con el plan de estudios oficial y no rezagarse a pesar de las circunstancias. Es innegable que la falta de contacto físico ha modificado el proceso educativo, rompiendo esa relación cercana que tenían los alumnos con los docentes para comunicarse a través de una pantalla y con tiempo limitado.Esta situación no ha detenido los esfuerzos realizados por las y los docentes, que todos los días preparan su clase y comparten las lecciones con los estudiantes. Como un apoyo para reforzar este esfuerzo, decidimos crear, en conjunto con la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO), un canal en donde todos los alumnos de nivel Secundaria y Media Superior puedan revisar en voz de distintos creadores de contenido enfocados en educación, Edutubers, los aprendizajes esperados de estos grados a su ritmo y sin ningún costo.En Mi Aula, disponible en youtube.com/miaula, se encuentran listas de reproducción que fueron curadas cuidadosamente considerando el currículo nacional de secundaria, definido y administrado por la Secretaría de Educación Pública, mientras que para Media Superior se alinean con el Marco Curricular Común. De esta manera las y los jóvenes tendrán un recurso adicional para sus estudios en un lenguaje que les es familiar y siempre disponible.Por su parte, el cuerpo docente podrá apoyarse en esta herramienta para acercar a sus alumnos y alumnas recursos complementarios que ayuden a resolver dudas, faciliten repasar un tema o sirvan para exponer el contenido, permitiendo así tener más tiempo para la discusión y la práctica de éste.Siguiendo con el compromiso de educación, y después de ver en México un aumento del 50% en la visualización de videos de matemáticas durante el inicio de la pandemia, hace unos meses pusimos a disposición de todos los estudiantes youtube.com/learning, un apartado enfocado en el aprendizaje con listas de reproducción para tomar clases, que van desde temas académicos, como historia, geometría y química, hasta lecciones para desarrollar una nueva habilidad, incluyendo tutoriales de programación, dibujo y clases de otro idioma, entre otros.Por último, los más chicos también son una prioridad para nosotros por lo que además de seguir nutriendo el contenido de YouTube Kids, nuestra opción diseñada para menores de 13 años, también presentamos la función Experiencias Supervisadas con las que padres y madres de familia tendrán acceso a tres opciones de configuración de contenido en YouTube: explorar, explorar más, y la mayoría del contenido de YouTube. Esta opción se diseñó para los padres que consideran que sus hijos ya pueden explorar el amplio universo de videos de YouTube.A pesar de las limitaciones, maestras y maestros continúan realizando un extraordinario trabajo, teniendo impacto en los y las estudiantes de México. Esperamos que Mi Aula ayude a reforzar el conocimiento visto en el salón de clases, ahora virtual, y contribuya a alcanzar el desarrollo sostenible en un entorno de paz. Daniela GuerraGerente de Alianzas de Contenido de Educación para YouTube México"
https://www.milenio.com/politica/unam-ipn-fechas-examen-admision-licenciatura-2021,Éstas son las fechas del examen de admisión a licenciatura 2021 en UNAM e IPN,Milenio Digital,Ciudad de México,17-03-2021 08:58:07,"La Universidad Nacional Autónoma de México (UNAM) y el Instituto Politécnico Nacional (IPN) dieron a conocer la convocatoria para aquellos que deseen ingresar al nivel licenciatura en alguna de estas dos escuelas este año.La UNAM informó que la aplicación de su examen estará sujeta a las instrucciones y medidas que las autoridades sanitarias (federal y local) en relación con la emergencia sanitaria por covid-19 determinen.El cronograma de la universidad señala que se tiene previsto que el examen de selección sea aplicado del 8 de mayo al 8 de junio.La máxima casa de estudios advirtió que quienes realicen la prueba deben recordar que dentro de la sede de examen no está permitido el uso de teléfonos celulares o cualquier otro dispositivo electrónico.Los aspirantes deberán leer la convocatoria de la UNAM, posteriormente crear Tu sitio para ingresar al sistema en cada una de las etapas del proceso. Asimismo, se deberá descargar, guardar e imprimir el comprobante emitido por el sitio, mientras que la ficha de depósito bancario estará disponible cuando se haya finalizado el proceso de registro. Una vez emitida se deberá hacer un pago en el banco o bien a a través de una transferencia bancaria. Tras finalizar el procedimiento los aspirantes presentarán el examen de selección en el lugar, día y hora indicados en la boleta-credencial.El IPN informó que el examen de admisión se aplicará en el lugar, fecha y hora señalados en la ficha de examen, conforme a las siguientes sedes de aplicación:Ningún aspirante podrá presentar el examen de admisión en un lugar, fecha u hora distintos a lo indicado en la ficha de examen, ya que el material solo estará disponible en la sede que le corresponde.Para tener derecho a presentar el examen de admisión, el aspirante deberá mostrar la ficha de examen al momento de ingresar a la sede correspondiente. En el salón firmará la lista de asistencia y la hoja de respuestas.El aspirante no deberá ingresar con ningún material de papelería, toda vez que el Instituto Politécnico Nacional proporcionará todos los materiales necesarios para presentar el examen de admisión (cuadernillo de examen, hoja de respuestas, lápiz, goma y sacapuntas).Los interesados en obtener la ficha para el registro del examen podrán hacerlo a través de la página www.ipn.mx. Los resultados se darán a conocer el 11 de julio y la Obtención de la Solicitud de Inscripción se efectuará del 19 al 25 de julio, en el Centro Cultural “Jaime Torres Bodet”.AQUÍ PODRÓAS CONSULTAR LA CONVOCATORIA COMPLETA DEL IPN"
https://www.milenio.com/politica/patrulla-fronteriza-rescata-mexicano-pasar-perdido,Mexicano se pierde en el desierto; Patrulla Fronteriza lo rescata ocho horas después,Adyr Corral,Ciudad de México,16-03-2021 22:41:18,"Un mexicano que estuvo perdido en el desierto durante ocho días en la zona montañosa de Ocotillo en California, luego de cruzar ilegalmente la frontera entre México y Estados Unidos, fue rescatado este martes por agentes de la Patrulla Fronteriza.De acuerdo con el relato de la agencia migratoria el viernes por la tarde, personal del consulado de México en Calexico se comunicó con la Subdivisión de Operaciones Extranjeras del Sector ""El Centro"" para notificarles de una llamada hecha a la representación diplomática para alertar del mexicano.En dicha llamada, un individuo no identificado declaró que había formado parte de un grupo de migrantes indocumentados que ingresó ilegalmente a los Estados Unidos por la zona montañosa al sur de Ocotillo el domingo 7 de marzo. Dicha llamada anónima alertaba que en la travesía habían dejado atrás a alguien que no podía seguir el ritmo de los demás. Ese individuo, según la persona que llamó, era diabético y tenía una afección cardíaca. De inmediato, los agentes que realizaban sus tareas asignadas en el área respondieron el llamado para comenzar a buscar al hombre ese mismo viernes, sin embargo, no tuvieron éxito. Esta mañana, aproximadamente a las 8:18 horas la suerte cambió. Los agentes migratorios estadounidenses encontraron a un hombre que estaba perdido y necesitaba atención médica. Tras solicitar servicios médicos de emergencia determinaron que el hombre, originario de México, era el migrante que se había rezagado hace dos semanas.El mexicano rescatado era incapaz de caminar, por lo que fue llevado en hombros por un agente hasta la autopista interestatal 8, donde los servicios de emergencia estaban esperando. Desde ahí fue llevado a un hospital para recibir atención médica.La oficina de Aduanas y Protección Fronteriza (CBP, por sus siglas en inglés) informó que el mexicano, una vez que obtenga el alta médica, será llevado al Centro de Procesamiento del Sector de El Centro para aclarar su estatus migratorio en aquel país.DMZ"
https://www.milenio.com/opinion/editoriales/trascendio-nacional/trascendio_949,Trascendió,,,,"Que Morena no ha podido definir candidatos en Oaxaca porque el Senador Salomón Jara ha querido imponer candidatos en todo el Istmo de Tehuantepec por el precio que adquirirán los terrenos por el corredor transístmico. Destaca el caso de Jorge Arroyo, propuesto por Jara.Como presidente municipal de Salina Cruz a pesar de ser señalado por la comunidad Huave de San Mateo del Mar como responsable de la masacre de veinte personas en junio de 2020.Que algo anda fallando en Sistema de Alerta Sísmica Mexicano y/o en el C5 de la Ciudad de México, que este viernes, casualmente 19, que hubo un sismo magnitud 5.7 sonaron las alarmas de simulacro, mientras que el sábado que no se registró ningún movimiento sonaron alertando de un sismo real. Por lo pronto Sasmex ya le echó la bolita al C-5 dependiente de la secretaría de Seguridad y Protección Ciudadana al dejar claro que ""las falsas alertas son responsabilidad del C5"", toda vez que en el Sasmex ""siempre ha realizado un trabajo ejemplar"" y la jefa de gobierno, Claudia Sheinbaum, pidió la cabeza de los responsables sean de la dependencia que sean, por los constantes errores.Que además del penalista Adolfo Aguilar Zinser, al gobernador Francisco Javier García Cabeza de Vaca lo asesora legalmente en el proceso de desafuero el exsenador Roberto Gil Zuarth, a través del despacho Accuracy Legal Add Consulting SC. En este bufete de abogados también coinciden varios expanistas que acompañaron al tamaulipeco durante su paso por la Cámara Alta en el sexenio de Enrique Peña Nieto.Que la concejal por Azcapotzalco, Nancy Núñez busca la candidatura a una diputación local, pero goza de un punto a favor que le permite navegar entre la exposición ante los votantes y el respaldo de los programas sociales del gobierno y es que su esposo Gerardo Trejo es delegado regional de los Programas de Bienestar y responsable de autorizar apoyos para jóvenes, adultos mayores y hasta las tandas oficiales…Que para sacar el trabajo pendiente, senadores sesionarán tres días seguidos la próxima semana y así podrán tomar unos días de descanso durante la Semana Santa. Las sesiones podrían ser virtuales y podrán pasar lista y votar con el nuevo equipo de huellas digitales, con lo que ahorrarán casi una hora para poder pasar lista los 128 legisladores…"
https://www.milenio.com/politica/amlo-temas-conferencia-mananera-19-marzo-2021_2,La mañanera de AMLO. Los temas del 19 de marzo,,,,
